lot_id,first_issue_date,first_issue_year,outcome,lot_size_original,lot_size_source,land_width,land_depth,geolocalarea,roll_number,folioID,PID,site_id,tax_coord,lot_size_missing
027174689,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940366,D00004LJNM,027174689,BCS2478,16159994,TRUE
027174697,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940367,D00004LJNQ,027174697,BCS2478,16159994,TRUE
027174701,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940368,D00004LJNU,027174701,BCS2478,16159994,TRUE
027174719,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940369,D00004LJNX,027174719,BCS2478,16159994,TRUE
027174727,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940370,D00004LJP0,027174727,BCS2478,16159994,TRUE
027174735,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940371,D00004LJP4,027174735,BCS2478,16159994,TRUE
027174743,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940372,D00004LJP8,027174743,BCS2478,16159994,TRUE
027174751,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940373,D00004LJPB,027174751,BCS2478,16159994,TRUE
027174760,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940374,D00004LJPE,027174760,BCS2478,16159994,TRUE
027174778,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940375,D00004LJPJ,027174778,BCS2478,16159994,TRUE
027174786,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940376,D00004LJPN,027174786,BCS2478,16159994,TRUE
027174794,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940377,D00004LJPR,027174794,BCS2478,16159994,TRUE
027174808,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940378,D00004LJPV,027174808,BCS2478,16159994,TRUE
027174816,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940379,D00004LJQ4,027174816,BCS2478,16159994,TRUE
027174824,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940380,D00004LJQB,027174824,BCS2478,16159994,TRUE
027174832,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940381,D00004LJQE,027174832,BCS2478,16159994,TRUE
027174841,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940382,D00004LJQN,027174841,BCS2478,16159994,TRUE
027174859,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940383,D00004LJQS,027174859,BCS2478,16159994,TRUE
027174867,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940384,D00004LJQV,027174867,BCS2478,16159994,TRUE
027174875,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940385,D00004LJR0,027174875,BCS2478,16159994,TRUE
027174883,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940386,D00004LJR4,027174883,BCS2478,16159994,TRUE
027174891,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940387,D00004LJRA,027174891,BCS2478,16159994,TRUE
027174905,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940388,D00004LJRD,027174905,BCS2478,16159994,TRUE
027174913,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940389,D00004LJRH,027174913,BCS2478,16159994,TRUE
027174921,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940390,D00004LJRL,027174921,BCS2478,16159994,TRUE
027174930,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940391,D00004LJRP,027174930,BCS2478,16159994,TRUE
027174948,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940392,D00004LJRT,027174948,BCS2478,16159994,TRUE
027174956,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940393,D00004LJRZ,027174956,BCS2478,16159994,TRUE
027174964,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940394,D00004LJS3,027174964,BCS2478,16159994,TRUE
027174972,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940395,D00004LJS7,027174972,BCS2478,16159994,TRUE
027174981,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940396,D00004LJSA,027174981,BCS2478,16159994,TRUE
027174999,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940397,D00004LJSD,027174999,BCS2478,16159994,TRUE
027175006,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940398,D00004LJSH,027175006,BCS2478,16159994,TRUE
027175014,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940399,D00004LJSM,027175014,BCS2478,16159994,TRUE
027175022,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940400,D00004LJSR,027175022,BCS2478,16159994,TRUE
027175031,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940401,D00004LL72,027175031,BCS2478,16159994,TRUE
027175049,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940402,D00004LL76,027175049,BCS2478,16159994,TRUE
027175057,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940403,D00004LL7A,027175057,BCS2478,16159994,TRUE
027175065,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940404,D00004LL7E,027175065,BCS2478,16159994,TRUE
027175073,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940405,D00004LL7H,027175073,BCS2478,16159994,TRUE
027175081,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940406,D00004LL7L,027175081,BCS2478,16159994,TRUE
027175090,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940407,D00004LL7P,027175090,BCS2478,16159994,TRUE
027175103,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940408,D00004LL7T,027175103,BCS2478,16159994,TRUE
027175111,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940409,D00004LL7X,027175111,BCS2478,16159994,TRUE
027175120,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940410,D00004LL81,027175120,BCS2478,16159994,TRUE
027175138,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940411,D00004LL84,027175138,BCS2478,16159994,TRUE
027175146,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940412,D00004LL88,027175146,BCS2478,16159994,TRUE
027175154,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940413,D00004LL8B,027175154,BCS2478,16159994,TRUE
027175162,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940414,D00004LL8N,027175162,BCS2478,16159994,TRUE
027175171,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940415,D00004LL8S,027175171,BCS2478,16159994,TRUE
027175189,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940416,D00004LL8V,027175189,BCS2478,16159994,TRUE
027175197,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940417,D00004LL90,027175197,BCS2478,16159994,TRUE
027175201,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940418,D00004LL93,027175201,BCS2478,16159994,TRUE
027175219,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940419,D00004LL97,027175219,BCS2478,16159994,TRUE
027175227,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940420,D00004LL9D,027175227,BCS2478,16159994,TRUE
027175235,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940421,D00004LL9G,027175235,BCS2478,16159994,TRUE
027175243,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940422,D00004LL9K,027175243,BCS2478,16159994,TRUE
027175251,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940423,D00004LL9N,027175251,BCS2478,16159994,TRUE
027175260,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940424,D00004LL9S,027175260,BCS2478,16159994,TRUE
027175278,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940425,D00004LL9V,027175278,BCS2478,16159994,TRUE
027175286,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940426,D00004LL9Y,027175286,BCS2478,16159994,TRUE
027175294,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940427,D00004LLA2,027175294,BCS2478,16159994,TRUE
027175308,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940428,D00004LLA5,027175308,BCS2478,16159994,TRUE
027175316,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940429,D00004LLA8,027175316,BCS2478,16159994,TRUE
027175324,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940430,D00004LLAC,027175324,BCS2478,16159994,TRUE
027175332,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940431,D00004LLAG,027175332,BCS2478,16159994,TRUE
027175341,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940432,D00004LLAL,027175341,BCS2478,16159994,TRUE
027175359,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940433,D00004LLAQ,027175359,BCS2478,16159994,TRUE
027175367,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940434,D00004LLAT,027175367,BCS2478,16159994,TRUE
027175375,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940435,D00004LLAW,027175375,BCS2478,16159994,TRUE
027175383,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940436,D00004LLB0,027175383,BCS2478,16159994,TRUE
027175391,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940437,D00004LLB3,027175391,BCS2478,16159994,TRUE
027175405,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940438,D00004LLB7,027175405,BCS2478,16159994,TRUE
027175413,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940439,D00004LLBC,027175413,BCS2478,16159994,TRUE
027175421,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940440,D00004LLBF,027175421,BCS2478,16159994,TRUE
027175430,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940441,D00004LLBJ,027175430,BCS2478,16159994,TRUE
027175448,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940442,D00004LLBN,027175448,BCS2478,16159994,TRUE
027175456,2019-03-28,2019,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,026161599940443,D00004LLBS,027175456,BCS2478,16159994,TRUE
027243699,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050001,D00004TQPN,027243699,BCS2563,60318605,TRUE
027243702,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050002,D00004TQPR,027243702,BCS2563,60318605,TRUE
027243885,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050020,D00004TQRE,027243885,BCS2563,60318605,TRUE
027243893,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050021,D00004TQRH,027243893,BCS2563,60318605,TRUE
027243907,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050022,D00004TQRM,027243907,BCS2563,60318605,TRUE
027243915,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050023,D00004TQRQ,027243915,BCS2563,60318605,TRUE
027243923,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050024,D00004TQRT,027243923,BCS2563,60318605,TRUE
027243940,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050026,D00004TQRZ,027243940,BCS2563,60318605,TRUE
027243958,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050027,D00004TQS2,027243958,BCS2563,60318605,TRUE
027243966,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050028,D00004TQS5,027243966,BCS2563,60318605,TRUE
027243974,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050029,D00004TQS8,027243974,BCS2563,60318605,TRUE
027243982,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050030,D00004TQSC,027243982,BCS2563,60318605,TRUE
027243991,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050031,D00004TQSF,027243991,BCS2563,60318605,TRUE
027244008,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050032,D00004TQSJ,027244008,BCS2563,60318605,TRUE
027244016,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050033,D00004TQSM,027244016,BCS2563,60318605,TRUE
027244024,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050034,D00004TQSQ,027244024,BCS2563,60318605,TRUE
027244032,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050035,D00004TQSU,027244032,BCS2563,60318605,TRUE
027244041,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050036,D00004TQSY,027244041,BCS2563,60318605,TRUE
027244059,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050037,D00004TQT1,027244059,BCS2563,60318605,TRUE
027244067,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050038,D00004TQT5,027244067,BCS2563,60318605,TRUE
027244075,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050039,D00004TQT8,027244075,BCS2563,60318605,TRUE
027244083,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050040,D00004TQTD,027244083,BCS2563,60318605,TRUE
027244091,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050041,D00004TQTH,027244091,BCS2563,60318605,TRUE
027244105,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050042,D00004TQTQ,027244105,BCS2563,60318605,TRUE
027244113,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050043,D00004TQU3,027244113,BCS2563,60318605,TRUE
027244121,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050044,D00004TQUH,027244121,BCS2563,60318605,TRUE
027244130,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050045,D00004TQUL,027244130,BCS2563,60318605,TRUE
027244148,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050046,D00004TQUQ,027244148,BCS2563,60318605,TRUE
027244156,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050047,D00004TQUT,027244156,BCS2563,60318605,TRUE
027244164,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050048,D00004TQUW,027244164,BCS2563,60318605,TRUE
027244172,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050049,D00004TQUZ,027244172,BCS2563,60318605,TRUE
027244181,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050050,D00004TQV2,027244181,BCS2563,60318605,TRUE
027244199,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050051,D00004TQV5,027244199,BCS2563,60318605,TRUE
027244202,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050052,D00004TQV9,027244202,BCS2563,60318605,TRUE
027244211,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050053,D00004TQVC,027244211,BCS2563,60318605,TRUE
027244229,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050054,D00004TQVF,027244229,BCS2563,60318605,TRUE
027244237,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050055,D00004TQVJ,027244237,BCS2563,60318605,TRUE
027244245,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050056,D00004TQVM,027244245,BCS2563,60318605,TRUE
027244253,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050057,D00004TQVQ,027244253,BCS2563,60318605,TRUE
027244261,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050058,D00004TQVT,027244261,BCS2563,60318605,TRUE
027244270,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050059,D00004TQVW,027244270,BCS2563,60318605,TRUE
027244288,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050060,D00004TQVZ,027244288,BCS2563,60318605,TRUE
027244296,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050061,D00004TQW2,027244296,BCS2563,60318605,TRUE
027244300,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050062,D00004TQW5,027244300,BCS2563,60318605,TRUE
027244318,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050063,D00004TQW9,027244318,BCS2563,60318605,TRUE
027244326,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050064,D00004TQWC,027244326,BCS2563,60318605,TRUE
027244334,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050065,D00004TQWF,027244334,BCS2563,60318605,TRUE
027244342,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050066,D00004TQWJ,027244342,BCS2563,60318605,TRUE
027244351,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050067,D00004TQWP,027244351,BCS2563,60318605,TRUE
027244369,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050068,D00004TQWS,027244369,BCS2563,60318605,TRUE
027244377,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050069,D00004TQWV,027244377,BCS2563,60318605,TRUE
027244385,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050070,D00004TQWY,027244385,BCS2563,60318605,TRUE
027244393,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050071,D00004TQX1,027244393,BCS2563,60318605,TRUE
027244407,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050072,D00004TQX6,027244407,BCS2563,60318605,TRUE
027244415,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050073,D00004TQXA,027244415,BCS2563,60318605,TRUE
027244423,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050074,D00004TQXD,027244423,BCS2563,60318605,TRUE
027244431,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050075,D00004TQXG,027244431,BCS2563,60318605,TRUE
027244440,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050076,D00004TQXK,027244440,BCS2563,60318605,TRUE
027244458,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050077,D00004TQXN,027244458,BCS2563,60318605,TRUE
027244466,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050078,D00004TQXR,027244466,BCS2563,60318605,TRUE
027244474,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050079,D00004TQXU,027244474,BCS2563,60318605,TRUE
027244482,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050080,D00004TQXX,027244482,BCS2563,60318605,TRUE
027244491,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050081,D00004TQY0,027244491,BCS2563,60318605,TRUE
027244504,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050082,D00004TQY3,027244504,BCS2563,60318605,TRUE
027244512,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050083,D00004TQY6,027244512,BCS2563,60318605,TRUE
027244521,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050084,D00004TQY9,027244521,BCS2563,60318605,TRUE
027244539,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050085,D00004TQYD,027244539,BCS2563,60318605,TRUE
027244547,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050086,D00004TQYG,027244547,BCS2563,60318605,TRUE
027244555,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050087,D00004TQYL,027244555,BCS2563,60318605,TRUE
027244563,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050088,D00004TQYQ,027244563,BCS2563,60318605,TRUE
027244571,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050089,D00004TQYT,027244571,BCS2563,60318605,TRUE
027244580,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050090,D00004TQYX,027244580,BCS2563,60318605,TRUE
027244598,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050091,D00004TQZ0,027244598,BCS2563,60318605,TRUE
027244601,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050092,D00004TQZ3,027244601,BCS2563,60318605,TRUE
027244610,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050093,D00004TQZ6,027244610,BCS2563,60318605,TRUE
027244628,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050094,D00004TQZ9,027244628,BCS2563,60318605,TRUE
027244636,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050095,D00004TQZC,027244636,BCS2563,60318605,TRUE
027244644,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050096,D00004TQZH,027244644,BCS2563,60318605,TRUE
027244652,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050097,D00004TQZL,027244652,BCS2563,60318605,TRUE
027244661,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050098,D00004TQZP,027244661,BCS2563,60318605,TRUE
027244679,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050099,D00004TQZT,027244679,BCS2563,60318605,TRUE
027244687,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050100,D00004TQZW,027244687,BCS2563,60318605,TRUE
027244695,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050101,D00004TR00,027244695,BCS2563,60318605,TRUE
027244709,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050102,D00004TR03,027244709,BCS2563,60318605,TRUE
027244717,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050103,D00004TR06,027244717,BCS2563,60318605,TRUE
027244725,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050104,D00004TR09,027244725,BCS2563,60318605,TRUE
027244733,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050105,D00004TR0C,027244733,BCS2563,60318605,TRUE
027244741,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050106,D00004TR0F,027244741,BCS2563,60318605,TRUE
027244750,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050107,D00004TR0J,027244750,BCS2563,60318605,TRUE
027244768,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050108,D00004TR0N,027244768,BCS2563,60318605,TRUE
027244776,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050109,D00004TR0R,027244776,BCS2563,60318605,TRUE
027244784,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050110,D00004TR0V,027244784,BCS2563,60318605,TRUE
027244792,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050111,D00004TR0Z,027244792,BCS2563,60318605,TRUE
027244806,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050112,D00004TR19,027244806,BCS2563,60318605,TRUE
027244814,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050113,D00004TR1H,027244814,BCS2563,60318605,TRUE
027244822,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050114,D00004TR1L,027244822,BCS2563,60318605,TRUE
027244831,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050115,D00004TR1P,027244831,BCS2563,60318605,TRUE
027244849,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050116,D00004TR1S,027244849,BCS2563,60318605,TRUE
027244857,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050117,D00004TR1V,027244857,BCS2563,60318605,TRUE
027244865,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050118,D00004TR1Y,027244865,BCS2563,60318605,TRUE
027244873,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050119,D00004TR21,027244873,BCS2563,60318605,TRUE
027244881,2017-08-31,2017,sf_rebuild_or_upgrade,,residentialInventory,,,Downtown,030603186050120,D00004TR24,027244881,BCS2563,60318605,TRUE
